customerID,gender,Is_Senior,Has_Partner,Has_Dependents,tenure,Tenure_Band,Tenure_Band_Sort,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Charge_Tier,Charge_Tier_Sort,TotalCharges,Annual_Value,Churn,Churn_Flag,Churn_Risk_Score,Risk_Category,Revenue_At_Risk
CUST1030,Male,No,No,Yes,33,25-48 Months,3,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,58.24,Medium (£35-65),2,1921.92,698.88,No,0,28.4,Low Risk,0.0
CUST1031,Female,Yes,No,Yes,52,49+ Months,4,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,82.78,High (£65-85),3,4304.56,993.36,Yes,1,,Low Risk,0.0
CUST1032,Male,No,No,No,18,13-24 Months,2,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,108.79,Premium (£85+),4,1958.22,1305.48,No,0,31.6,Low Risk,0.0
CUST1033,Female,No,Yes,No,35,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,60.41,Medium (£35-65),2,2114.35,724.92,No,0,,Low Risk,0.0
CUST1034,Male,No,No,Yes,12,0-12 Months,1,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.77,High (£65-85),3,813.24,813.24,Yes,1,73.7,High Risk,67.77
CUST1035,Female,No,No,No,51,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,112.3,Premium (£85+),4,5727.3,1347.6,No,0,,Low Risk,0.0
CUST1036,Female,No,Yes,No,10,0-12 Months,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,75.02,High (£65-85),3,750.2,900.24,No,0,33.7,Low Risk,0.0
CUST1037,Male,No,No,No,52,49+ Months,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,99.96,Premium (£85+),4,5197.92,1199.52,No,0,,Low Risk,0.0
CUST1038,Male,No,No,No,34,25-48 Months,3,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,113.56,Premium (£85+),4,3861.04,1362.72,Yes,1,,Low Risk,0.0
CUST1039,Male,Yes,Yes,Yes,67,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.11,High (£65-85),3,5166.37,925.32,No,0,18.9,Low Risk,0.0
CUST1040,Male,Yes,Yes,No,39,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,30.92,Low (< £35),1,1205.88,371.04,No,0,,Low Risk,0.0
CUST1041,Female,Yes,No,No,8,0-12 Months,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,102.17,Premium (£85+),4,817.36,1226.04,Yes,1,,Low Risk,0.0
CUST1042,Male,No,Yes,Yes,29,25-48 Months,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,101.78,Premium (£85+),4,2951.62,1221.36,No,0,49.5,Medium Risk,0.0
CUST1043,Male,No,No,Yes,22,13-24 Months,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card,31.5,Low (< £35),1,693.0,378.0,No,0,,Low Risk,0.0
CUST1044,Female,Yes,Yes,Yes,70,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.81,High (£65-85),3,5236.7,897.72,Yes,1,45.3,Medium Risk,0.0
CUST1045,Male,No,No,Yes,61,49+ Months,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,68.71,High (£65-85),3,4191.31,824.52,No,0,,Low Risk,0.0
CUST1046,Male,Yes,No,No,43,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.72,Premium (£85+),4,4502.96,1256.64,No,0,45.3,Medium Risk,0.0
CUST1047,Male,No,No,Yes,49,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,47.46,Medium (£35-65),2,2325.54,569.52,No,0,,Low Risk,0.0
CUST1048,Male,No,Yes,No,29,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,62.63,Medium (£35-65),2,1816.27,751.56,Yes,1,47.4,Medium Risk,0.0
CUST1049,Male,Yes,No,No,31,25-48 Months,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,80.48,High (£65-85),3,2494.88,965.76,No,0,,Low Risk,0.0
CUST1050,Female,Yes,Yes,Yes,53,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,71.72,High (£65-85),3,3801.16,860.64,No,0,,Low Risk,0.0
CUST1051,Male,Yes,No,Yes,34,25-48 Months,3,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,115.5,Premium (£85+),4,3927.0,1386.0,No,0,18.9,Low Risk,0.0
CUST1052,Male,Yes,No,No,38,25-48 Months,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,116.07,Premium (£85+),4,4410.66,1392.84,No,0,78.9,High Risk,116.07
CUST1053,Male,Yes,No,No,57,49+ Months,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,28.16,Low (< £35),1,1605.12,337.92,No,0,24.2,Low Risk,0.0
CUST1054,Male,No,No,Yes,4,0-12 Months,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,49.78,Medium (£35-65),2,199.12,597.36,Yes,1,47.4,Medium Risk,0.0
CUST1055,Male,No,No,Yes,2,0-12 Months,1,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,20.75,Low (< £35),1,41.5,249.0,Yes,1,81.1,High Risk,20.75
CUST1056,Female,No,Yes,Yes,12,0-12 Months,1,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card,61.79,Medium (£35-65),2,741.48,741.48,No,0,,Low Risk,0.0
CUST1057,Male,Yes,Yes,No,35,25-48 Months,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,86.21,Premium (£85+),4,3017.35,1034.52,No,0,24.2,Low Risk,0.0
CUST1058,Female,Yes,Yes,No,70,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.13,High (£65-85),3,4699.1,805.56,No,0,55.8,Medium Risk,0.0
CUST1059,Female,Yes,No,Yes,72,49+ Months,4,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card,26.72,Low (< £35),1,1923.84,320.64,No,0,,Low Risk,0.0
CUST1060,Male,Yes,No,No,21,13-24 Months,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,39.6,Medium (£35-65),2,831.6,475.2,Yes,1,,Low Risk,0.0
CUST1061,Male,Yes,Yes,Yes,61,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.33,Medium (£35-65),2,2277.13,447.96,Yes,1,24.2,Low Risk,0.0
CUST1062,Male,Yes,No,No,35,25-48 Months,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,71.11,High (£65-85),3,2488.85,853.32,No,0,21.1,Low Risk,0.0
CUST1063,Male,No,No,No,48,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.77,Premium (£85+),4,4212.96,1053.24,Yes,1,60.0,Medium Risk,0.0
CUST1064,Female,No,No,Yes,15,13-24 Months,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,51.63,Medium (£35-65),2,774.45,619.56,Yes,1,,Low Risk,0.0
CUST1065,Male,No,Yes,Yes,71,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,33.05,Low (< £35),1,2346.55,396.6,No,0,,Low Risk,0.0
CUST1066,Male,No,Yes,Yes,15,13-24 Months,2,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,99.86,Premium (£85+),4,1497.9,1198.32,No,0,,Low Risk,0.0
CUST1067,Male,No,Yes,No,6,0-12 Months,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,105.84,Premium (£85+),4,635.04,1270.08,Yes,1,57.9,Medium Risk,0.0
CUST1068,Male,Yes,Yes,No,68,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,47.65,Medium (£35-65),2,3240.2,571.8,No,0,,Low Risk,0.0
CUST1069,Male,Yes,Yes,Yes,22,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,62.07,Medium (£35-65),2,1365.54,744.84,No,0,29.5,Low Risk,0.0
CUST1070,Male,Yes,No,No,32,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.19,Low (< £35),1,902.08,338.28,No,0,13.7,Low Risk,0.0
CUST1071,Female,Yes,No,Yes,22,13-24 Months,2,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,42.77,Medium (£35-65),2,940.94,513.24,No,0,36.8,Low Risk,0.0
CUST1072,Female,Yes,No,No,27,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,96.7,Premium (£85+),4,2610.9,1160.4,No,0,,Low Risk,0.0
CUST1073,Male,Yes,No,Yes,15,13-24 Months,2,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,56.52,Medium (£35-65),2,847.8,678.24,Yes,1,82.1,High Risk,56.52
CUST1074,Male,No,Yes,No,44,25-48 Months,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.47,High (£65-85),3,3540.68,965.64,No,0,63.2,Medium Risk,0.0
CUST1075,Male,Yes,Yes,No,9,0-12 Months,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,114.62,Premium (£85+),4,1031.58,1375.44,No,0,50.5,Medium Risk,0.0
CUST1076,Female,Yes,No,No,34,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,92.36,Premium (£85+),4,3140.24,1108.32,No,0,8.4,Low Risk,0.0
CUST1077,Male,Yes,Yes,No,15,13-24 Months,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,65.35,High (£65-85),3,980.25,784.2,No,0,,Low Risk,0.0
CUST1078,Female,Yes,No,Yes,62,49+ Months,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,56.69,Medium (£35-65),2,3514.78,680.28,No,0,68.4,Medium Risk,0.0
CUST1079,Male,No,No,No,45,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.05,Medium (£35-65),2,1757.25,468.6,Yes,1,36.8,Low Risk,0.0
CUST1080,Male,No,No,Yes,72,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,95.61,Premium (£85+),4,6883.92,1147.32,No,0,,Low Risk,0.0
CUST1081,Male,Yes,No,Yes,58,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.24,Low (< £35),1,1811.92,374.88,No,0,55.8,Medium Risk,0.0
CUST1082,Male,No,Yes,Yes,19,13-24 Months,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,26.14,Low (< £35),1,496.66,313.68,No,0,,Low Risk,0.0
CUST1083,Female,No,No,Yes,16,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.48,Low (< £35),1,487.68,365.76,No,0,15.8,Low Risk,0.0
CUST1084,Female,Yes,Yes,No,8,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,44.29,Medium (£35-65),2,354.32,531.48,Yes,1,,Low Risk,0.0
CUST1085,Male,Yes,No,Yes,33,25-48 Months,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,82.71,High (£65-85),3,2729.43,992.52,No,0,29.5,Low Risk,0.0
CUST1086,Male,Yes,No,No,18,13-24 Months,2,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,106.13,Premium (£85+),4,1910.34,1273.56,No,0,34.7,Low Risk,0.0
CUST1087,Female,Yes,No,No,35,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,119.26,Premium (£85+),4,4174.1,1431.12,No,0,,Low Risk,0.0
CUST1088,Female,Yes,No,No,43,25-48 Months,3,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.15,Premium (£85+),4,4005.45,1117.8,No,0,50.5,Medium Risk,0.0
CUST1089,Female,No,Yes,No,50,49+ Months,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,34.6,Low (< £35),1,1730.0,415.2,No,0,,Low Risk,0.0
CUST1090,Female,Yes,No,Yes,3,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,47.77,Medium (£35-65),2,143.31,573.24,Yes,1,,Low Risk,0.0
CUST1091,Male,Yes,Yes,No,59,49+ Months,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,33.2,Low (< £35),1,1958.8,398.4,No,0,,Low Risk,0.0
CUST1092,Female,Yes,No,Yes,28,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,31.56,Low (< £35),1,883.68,378.72,Yes,1,,Low Risk,0.0
CUST1093,Male,No,No,No,46,25-48 Months,3,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,76.77,High (£65-85),3,3531.42,921.24,No,0,,Low Risk,0.0
CUST1094,Female,Yes,No,No,64,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,110.67,Premium (£85+),4,7082.88,1328.04,No,0,,Low Risk,0.0
CUST1095,Female,Yes,Yes,Yes,70,49+ Months,4,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card,88.43,Premium (£85+),4,6190.1,1061.16,No,0,,Low Risk,0.0
CUST1096,Female,Yes,No,No,47,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.07,Premium (£85+),4,4703.29,1200.84,Yes,1,45.3,Medium Risk,0.0
CUST1097,Female,No,No,No,14,13-24 Months,2,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,70.81,High (£65-85),3,991.34,849.72,No,0,15.8,Low Risk,0.0
CUST1098,Female,Yes,No,No,7,0-12 Months,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.53,High (£65-85),3,472.71,810.36,Yes,1,50.5,Medium Risk,0.0
CUST1099,Male,Yes,No,No,31,25-48 Months,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,113.75,Premium (£85+),4,3526.25,1365.0,Yes,1,,Low Risk,0.0
CUST1100,Male,Yes,No,No,51,49+ Months,4,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,92.2,Premium (£85+),4,4702.2,1106.4,No,0,,Low Risk,0.0
CUST1101,Female,No,Yes,Yes,29,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer,65.93,High (£65-85),3,1911.97,791.16,No,0,,Low Risk,0.0
CUST1102,Female,Yes,Yes,No,15,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,53.26,Medium (£35-65),2,798.9,639.12,No,0,,Low Risk,0.0
CUST1103,Male,Yes,No,No,25,25-48 Months,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,29.31,Low (< £35),1,732.75,351.72,Yes,1,61.1,Medium Risk,0.0
CUST1104,Female,Yes,No,Yes,61,49+ Months,4,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,102.1,Premium (£85+),4,6228.1,1225.2,No,0,,Low Risk,0.0
CUST1105,Female,No,Yes,No,41,25-48 Months,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,36.93,Medium (£35-65),2,1514.13,443.16,No,0,15.8,Low Risk,0.0
CUST1106,Male,Yes,No,Yes,69,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,71.5,High (£65-85),3,4933.5,858.0,No,0,,Low Risk,0.0
CUST1107,Female,Yes,Yes,No,4,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,83.73,High (£65-85),3,334.92,1004.76,No,0,,Low Risk,0.0
CUST1108,Female,Yes,No,No,57,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,94.41,Premium (£85+),4,5381.37,1132.92,Yes,1,,Low Risk,0.0
CUST1109,Male,No,No,Yes,31,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.33,Low (< £35),1,878.23,339.96,No,0,10.5,Low Risk,0.0
CUST1110,Male,No,Yes,No,3,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.07,Low (< £35),1,63.21,252.84,No,0,68.4,Medium Risk,0.0
CUST1111,Male,Yes,No,No,67,49+ Months,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,90.6,Premium (£85+),4,6070.2,1087.2,No,0,,Low Risk,0.0
CUST1112,Female,No,Yes,Yes,50,49+ Months,4,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.44,High (£65-85),3,3272.0,785.28,Yes,1,70.5,High Risk,65.44
CUST1113,Male,No,Yes,Yes,17,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.11,Medium (£35-65),2,647.87,457.32,No,0,10.5,Low Risk,0.0
CUST1114,Male,No,Yes,No,60,49+ Months,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,118.2,Premium (£85+),4,7092.0,1418.4,No,0,,Low Risk,0.0
CUST1115,Male,Yes,No,Yes,66,49+ Months,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,99.14,Premium (£85+),4,6543.24,1189.68,No,0,36.8,Low Risk,0.0
CUST1116,Male,Yes,Yes,No,24,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.85,High (£65-85),3,1868.4,934.2,Yes,1,66.3,Medium Risk,0.0
CUST1117,Male,No,Yes,Yes,32,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.21,Premium (£85+),4,2886.72,1082.52,Yes,1,63.2,Medium Risk,0.0
CUST1118,Male,No,No,No,19,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.5,Medium (£35-65),2,674.5,426.0,No,0,10.5,Low Risk,0.0
CUST1119,Female,No,No,Yes,66,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,116.22,Premium (£85+),4,7670.52,1394.64,No,0,47.4,Medium Risk,0.0
CUST1120,Female,Yes,No,Yes,60,49+ Months,4,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,119.64,Premium (£85+),4,7178.4,1435.68,No,0,,Low Risk,0.0
CUST1121,Male,Yes,No,Yes,66,49+ Months,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,84.84,High (£65-85),3,5599.44,1018.08,Yes,1,,Low Risk,0.0
CUST1122,Male,No,No,Yes,15,13-24 Months,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,86.83,Premium (£85+),4,1302.45,1041.96,No,0,10.5,Low Risk,0.0
CUST1123,Male,No,No,Yes,35,25-48 Months,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.45,Premium (£85+),4,3165.75,1085.4,Yes,1,42.1,Medium Risk,0.0
CUST1124,Female,No,Yes,Yes,69,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,86.58,Premium (£85+),4,5974.02,1038.96,No,0,31.6,Low Risk,0.0
CUST1125,Female,No,No,Yes,27,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,63.85,Medium (£35-65),2,1723.95,766.2,No,0,5.3,Low Risk,0.0
CUST1126,Female,Yes,Yes,Yes,7,0-12 Months,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,74.07,High (£65-85),3,518.49,888.84,No,0,52.6,Medium Risk,0.0
CUST1127,Female,No,No,Yes,6,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.27,Medium (£35-65),2,289.62,579.24,Yes,1,68.4,Medium Risk,0.0
CUST1128,Female,Yes,Yes,No,33,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,64.68,Medium (£35-65),2,2134.44,776.16,No,0,18.9,Low Risk,0.0
CUST1129,Female,No,Yes,Yes,58,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,63.61,Medium (£35-65),2,3689.38,763.32,No,0,,Low Risk,0.0
CUST1130,Female,No,No,No,49,49+ Months,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,48.81,Medium (£35-65),2,2391.69,585.72,No,0,,Low Risk,0.0
CUST1131,Female,No,No,Yes,17,13-24 Months,2,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,98.67,Premium (£85+),4,1677.39,1184.04,Yes,1,,Low Risk,0.0
CUST1132,Female,No,Yes,No,42,25-48 Months,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.97,Medium (£35-65),2,2560.74,731.64,No,0,49.5,Medium Risk,0.0
CUST1133,Male,No,No,No,72,49+ Months,4,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,75.17,High (£65-85),3,5412.24,902.04,No,0,,Low Risk,0.0
CUST1134,Male,Yes,No,Yes,40,25-48 Months,3,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,35.61,Medium (£35-65),2,1424.4,427.32,No,0,13.7,Low Risk,0.0
CUST1135,Male,No,Yes,Yes,46,25-48 Months,3,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,67.5,High (£65-85),3,3105.0,810.0,No,0,33.7,Low Risk,0.0
CUST1136,Male,No,Yes,No,71,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,96.15,Premium (£85+),4,6826.65,1153.8,Yes,1,36.8,Low Risk,0.0
CUST1137,Female,No,Yes,No,70,49+ Months,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,64.45,Medium (£35-65),2,4511.5,773.4,No,0,33.7,Low Risk,0.0
CUST1138,Female,Yes,No,Yes,68,49+ Months,4,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,75.77,High (£65-85),3,5152.36,909.24,No,0,57.9,Medium Risk,0.0
CUST1139,Male,Yes,No,Yes,1,0-12 Months,1,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,90.17,Premium (£85+),4,90.17,1082.04,No,0,,Low Risk,0.0
CUST1140,Female,Yes,No,Yes,52,49+ Months,4,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,58.9,Medium (£35-65),2,3062.8,706.8,No,0,26.3,Low Risk,0.0
CUST1141,Male,Yes,No,No,35,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.33,Medium (£35-65),2,1936.55,663.96,Yes,1,71.6,High Risk,55.33
CUST1142,Female,No,Yes,Yes,69,49+ Months,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,28.57,Low (< £35),1,1971.33,342.84,No,0,,Low Risk,0.0
CUST1143,Male,No,No,Yes,5,0-12 Months,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,78.23,High (£65-85),3,391.15,938.76,No,0,54.7,Medium Risk,0.0
CUST1144,Female,No,Yes,Yes,17,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.7,Premium (£85+),4,1541.9,1088.4,No,0,57.9,Medium Risk,0.0
CUST1145,Female,Yes,No,Yes,53,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,78.13,High (£65-85),3,4140.89,937.56,Yes,1,,Low Risk,0.0
CUST1146,Male,No,No,Yes,52,49+ Months,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,48.35,Medium (£35-65),2,2514.2,580.2,No,0,17.9,Low Risk,0.0
CUST1147,Female,No,Yes,No,14,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,46.23,Medium (£35-65),2,647.22,554.76,No,0,,Low Risk,0.0
